"AdventureBoard";12;False;False;1;0;1;1
32;2;2;16;20;16;0
33;152;68;4;20;16;0
34;140;68;10;20;16;0
35;128;68;10;20;16;0
36;112;68;14;20;16;0
37;100;68;10;20;16;0
38;84;68;14;20;16;0
39;78;68;4;20;16;0
40;70;68;6;20;16;0
41;62;68;6;20;16;0
42;158;68;10;20;16;0
43;50;68;10;20;16;0
44;28;68;4;20;16;0
45;18;68;8;20;16;0
46;12;68;4;20;16;0
47;2;68;8;20;16;0
48;232;46;14;20;16;0
49;218;46;12;20;16;0
50;202;46;14;20;16;0
51;186;46;14;20;16;0
52;170;46;14;20;16;0
53;34;68;14;20;16;0
54;186;68;14;20;16;0
55;110;90;14;20;16;0
56;202;68;14;20;16;0
57;234;90;14;20;16;0
58;228;90;4;20;16;0
59;222;90;4;20;16;0
60;210;90;10;20;16;0
61;200;90;8;20;16;0
62;188;90;10;20;16;0
63;174;90;12;20;16;0
64;158;90;14;20;16;0
65;142;90;14;20;16;0
66;2;112;14;20;16;0
67;126;90;14;20;16;0
68;94;90;14;20;16;0
69;80;90;12;20;16;0
70;64;90;14;20;16;0
71;48;90;14;20;16;0
72;32;90;14;20;16;0
73;18;90;12;20;16;0
74;2;90;14;20;16;0
75;232;68;14;20;16;0
76;218;68;12;20;16;0
77;154;46;14;20;16;0
78;170;68;14;20;16;0
79;138;46;14;20;16;0
80;66;24;14;20;16;0
81;34;24;14;20;16;0
82;18;24;14;20;16;0
83;2;24;14;20;16;0
84;226;2;12;20;16;0
85;210;2;14;20;16;0
86;194;2;14;20;16;0
87;178;2;14;20;16;0
88;162;2;14;20;16;0
89;148;2;12;20;16;0
90;50;24;14;20;16;0
91;138;2;8;20;16;0
92;116;2;8;20;16;0
93;106;2;8;20;16;0
94;90;2;14;20;16;0
95;78;2;10;20;16;0
96;72;2;4;20;16;0
97;58;2;12;20;16;0
98;46;2;10;20;16;0
99;34;2;10;20;16;0
100;20;2;12;20;16;0
101;126;2;10;20;16;0
102;82;24;10;20;16;0
103;222;24;10;20;16;0
104;94;24;10;20;16;0
105;104;46;6;20;16;0
106;92;46;10;20;16;0
107;80;46;10;20;16;0
108;72;46;6;20;16;0
109;56;46;14;20;16;0
110;42;46;12;20;16;0
111;30;46;10;20;16;0
112;16;46;12;20;16;0
113;2;46;12;20;16;0
114;112;46;12;20;16;0
115;234;24;10;20;16;0
116;210;24;10;20;16;0
117;196;24;12;20;16;0
118;182;24;12;20;16;0
119;166;24;14;20;16;0
120;152;24;12;20;16;0
121;138;24;12;20;16;0
122;124;24;12;20;16;2
123;112;24;10;20;16;0
124;106;24;4;20;16;0
125;126;46;10;20;16;0
126;18;112;12;20;16;0
194;32;134;14;20;16;0
206;62;134;12;20;16;0
226;48;134;12;20;16;0
238;76;134;6;20;16;0
258;2;134;14;20;16;0
259;18;134;12;20;16;0
536;84;134;14;20;16;0
537;100;134;10;20;16;0
538;112;134;12;20;16;0
539;126;134;10;20;16;0
