"MixSerifCondense";12;False;False;0;0;1;1
32;2;2;5;16;5;0
33;77;56;1;16;3;1
34;72;56;3;16;4;0
35;62;56;8;16;8;-1
36;55;56;5;16;7;1
37;45;56;8;16;10;1
38;38;56;5;16;7;1
39;35;56;1;16;3;1
40;30;56;3;16;5;1
41;25;56;3;16;5;1
42;80;56;3;16;5;1
43;18;56;5;16;7;1
44;8;56;2;16;4;1
45;2;56;4;16;5;0
46;120;38;1;16;3;1
47;113;38;5;16;6;0
48;107;38;4;16;6;1
49;102;38;3;16;6;2
50;95;38;5;16;7;1
51;89;38;4;16;6;1
52;82;38;5;16;7;1
53;12;56;4;16;6;1
54;85;56;4;16;6;1
55;91;56;5;16;7;1
56;98;56;4;16;6;1
57;2;92;4;16;6;1
58;120;74;1;16;3;1
59;116;74;2;16;3;0
60;109;74;5;16;7;1
61;101;74;6;16;8;1
62;94;74;5;16;7;1
63;88;74;4;16;6;1
64;75;74;11;16;13;1
65;68;74;5;16;5;-1
66;61;74;5;16;6;0
67;55;74;4;16;5;0
68;48;74;5;16;6;0
69;41;74;5;16;6;0
70;34;74;5;16;5;-1
71;28;74;4;16;5;0
72;21;74;5;16;5;-1
73;16;74;3;16;4;0
74;9;74;5;16;6;0
75;2;74;5;16;5;-1
76;114;56;5;16;5;-1
77;104;56;8;16;9;0
78;74;38;6;16;6;-1
79;68;38;4;16;5;0
80;61;38;5;16;5;-1
81;34;20;4;16;5;0
82;22;20;5;16;5;-1
83;16;20;4;16;5;0
84;9;20;5;16;6;0
85;2;20;5;16;5;-1
86;116;2;7;16;7;-1
87;104;2;10;16;10;-1
88;95;2;7;16;7;-1
89;87;2;6;16;6;-1
90;80;2;5;16;6;0
91;29;20;3;16;4;0
92;73;2;5;16;6;0
93;61;2;3;16;4;0
94;54;2;5;16;7;1
95;45;2;7;16;8;0
96;41;2;2;16;4;1
97;34;2;5;16;7;1
98;27;2;5;16;6;0
99;21;2;4;16;6;1
100;15;2;4;16;6;1
101;9;2;4;16;6;1
102;66;2;5;16;6;0
103;40;20;5;16;7;1
104;110;20;5;16;5;-1
105;47;20;3;16;4;0
106;50;38;3;16;3;-1
107;44;38;4;16;5;0
108;39;38;3;16;4;0
109;29;38;8;16;9;0
110;22;38;5;16;6;0
111;16;38;4;16;5;0
112;9;38;5;16;6;0
113;2;38;5;16;7;1
114;121;20;4;16;5;0
115;55;38;4;16;5;0
116;117;20;2;16;4;1
117;102;20;6;16;7;0
118;94;20;6;16;7;0
119;84;20;8;16;9;0
120;78;20;4;16;5;0
121;71;20;5;16;6;0
122;65;20;4;16;6;1
123;60;20;3;16;5;1
124;57;20;1;16;3;1
125;52;20;3;16;4;0
126;8;92;6;16;7;0
194;22;110;6;15;6;0
206;42;110;4;15;4;0
226;32;110;6;15;6;0
238;50;110;4;15;4;0
258;2;110;6;15;6;0
259;12;110;6;15;6;0
536;58;110;5;15;5;0
537;67;110;5;15;5;0
538;76;110;6;15;6;0
539;86;110;4;15;4;0
9647;16;92;9;16;16;3
